timestamp,pair,open,high,low,close,volume,lower_band,middle_band,upper_band,bb_touch_strength,bb_position,bb_width_pct,rsi_value,rsi_divergence,volume_ratio,candle_rejection,candle_body_pct,atr_pct,trend_strength,prev_candle_body_pct,prev_volume_ratio,gap_from_prev_close,price_momentum,prev_was_selloff,previous_touches,time_since_last_touch,support_distance_pct,session,label
2009.02.23 12:00:00,EURUSD,1.2872,1.2886,1.2779,1.2819,4722,1.244225,1.268225,1.292225,1.027065,0.784891,3.784881,58.050511,0,1.151609,-0.754717,-0.413449,0.757745,-2.052344,-0.155364,1.143627,-0.007768,-0.490578,0,0,23,15.750059,1,1
2009.03.19 20:00:00,EURUSD,1.3637,1.3682,1.3634,1.3667,2791,1.268092,1.32029,1.372488,1.075158,0.94456,7.906993,83.5806,0,0.706234,-0.1,0.219507,0.719745,1.155594,-0.021997,1.37094,-0.007332,0.066055,0,0,70,20.977537,2,0
2009.03.20 00:00:00,EURUSD,1.3665,1.3676,1.3616,1.3616,1983,1.269124,1.32338,1.377636,1.072866,0.852218,8.199639,77.867879,0,0.520158,0,-0.359871,0.702314,1.276256,0.219507,0.706234,-0.014634,-0.132023,0,0,71,20.681551,3,1
2009.03.27 04:00:00,EURUSD,1.35556,1.35835,1.35436,1.35781,4660,1.343917,1.35538,1.366843,1.007771,0.605989,1.691553,55.826853,1,0.605962,-0.533333,0.165708,0.564153,3.95116,0.208031,0.635618,-0.000738,0.162703,0,5,11,20.460153,3,0
2009.03.27 08:00:00,EURUSD,1.35782,1.35906,1.34542,1.34633,10647,1.343448,1.354376,1.365304,1.001468,0.131873,1.613776,43.885702,0,1.326836,-0.079199,-0.853431,0.600689,4.032013,0.165708,0.605962,0.000736,-0.66009,0,5,12,19.781926,1,1
2009.04.03 00:00:00,EURUSD,1.3462,1.3494,1.34456,1.34587,4423,1.309411,1.328385,1.347358,1.026843,0.960785,2.856641,62.381979,0,0.552243,-3.969697,-0.024519,0.597069,3.130796,-0.167156,0.672791,0.011144,0.185534,0,0,22,19.754508,3,0
2009.04.03 04:00:00,EURUSD,1.34586,1.3463,1.34169,1.34276,5039,1.310005,1.329533,1.34906,1.024187,0.838692,2.937477,58.783828,0,0.631525,-0.345161,-0.230868,0.580228,3.086117,-0.024519,0.552243,-0.000743,-0.213453,0,0,23,19.56865,3,1
2009.04.06 20:00:00,EURUSD,1.33892,1.3426,1.33777,1.34156,4638,1.320795,1.341162,1.361529,1.012852,0.509771,3.03728,50.775579,0,0.620194,-0.435606,0.196786,0.559869,2.658979,-0.634122,1.588368,0.004481,0.154225,1,0,33,19.496705,2,0
2009.04.07 00:00:00,EURUSD,1.34151,1.34181,1.33216,1.33417,4964,1.323402,1.341832,1.360262,1.006617,0.292127,2.746919,44.771656,0,0.699766,-0.273842,-0.550155,0.574422,2.610713,0.196786,0.620194,-0.003727,-0.419355,0,0,34,19.050796,3,1
2009.04.14 00:00:00,EURUSD,1.33671,1.33798,1.33163,1.33256,4359,1.305822,1.321839,1.337855,1.019764,0.834709,2.423312,57.271153,0,0.891712,-0.224096,-0.311431,0.496299,1.567944,0.063587,0.827932,-0.00374,-0.262147,0,3,11,18.952993,3,0
2009.04.14 04:00:00,EURUSD,1.33261,1.33465,1.33058,1.33456,4385,1.305408,1.322166,1.338924,1.019283,0.869789,2.534962,58.917459,0,0.916291,-1.041026,0.146116,0.481942,1.55688,-0.311431,0.891712,0.003752,-0.078851,0,3,12,19.074452,3,1
2009.04.16 00:00:00,EURUSD,1.32262,1.32676,1.31993,1.32646,4294,1.313394,1.325464,1.337533,1.004976,0.541283,1.821107,51.605535,1,0.771013,-0.700521,0.289492,0.513146,1.097357,-0.015122,1.133071,0.000756,0.11529,0,0,23,18.580281,3,0
2009.04.16 04:00:00,EURUSD,1.32641,1.32641,1.31916,1.32007,6006,1.313609,1.325534,1.337459,1.004226,0.270899,1.799256,45.084959,0,1.03459,-0.143533,-0.480278,0.518299,1.039358,0.289492,0.771013,-0.003769,-0.058336,0,0,24,18.186157,3,1
2009.04.24 20:00:00,EURUSD,1.32733,1.32829,1.32327,1.32413,6314,1.282807,1.305993,1.32918,1.031543,0.891093,3.550848,69.19429,0,0.688647,-0.26875,-0.241668,0.465224,-1.020115,0.229035,1.5304,0.001507,-0.074004,0,0,25,18.437011,2,0
2009.04.27 00:00:00,EURUSD,1.32401,1.32416,1.31788,1.31956,4442,1.283678,1.307149,1.33062,1.026644,0.76439,3.591171,61.751079,0,0.504329,-0.377528,-0.337234,0.467484,-1.055363,-0.241668,0.688647,-0.009063,-0.407324,0,0,26,18.154536,3,1
2009.05.15 04:00:00,EURUSD,1.36356,1.36399,1.36185,1.36378,4569,1.354407,1.362138,1.369868,1.005495,0.606236,1.135041,57.502012,0,0.307862,-7.772727,0.016132,0.446581,1.630388,-0.025668,0.261623,0.001467,-0.037435,0,2,4,20.808342,3,0
2009.05.15 08:00:00,EURUSD,1.36368,1.36438,1.35556,1.35556,12220,1.353913,1.362,1.370087,1.001217,0.101851,1.18758,46.990814,0,0.807165,0,-0.599014,0.463673,1.652645,0.016132,0.307862,-0.007333,-0.461872,0,2,5,20.32813,1,1
2009.05.22 20:00:00,EURUSD,1.40184,1.40498,1.39902,1.39974,7799,1.352248,1.379907,1.407566,1.034588,0.858533,4.008753,74.239059,0,0.610869,-0.342857,-0.150028,0.495299,2.358331,0.291044,1.861271,-0.000713,0.156067,0,0,28,22.842814,2,0
2009.05.25 00:00:00,EURUSD,1.40281,1.40352,1.39902,1.40057,4722,1.35441,1.381923,1.409435,1.032937,0.838892,3.981768,74.720837,0,0.391893,-0.691964,-0.159935,0.482598,2.387985,-0.150028,0.610869,0.219326,0,0,0,29,22.888538,3,1
2009.05.27 08:00:00,EURUSD,1.3974,1.39829,1.39253,1.39664,17615,1.391314,1.397639,1.403965,1.000874,0.420998,0.905206,58.212079,0,1.42252,-5.407895,-0.054416,0.425073,2.728516,-0.045083,0.816687,-0.001431,-0.158452,0,0,43,22.671555,1,0
2009.05.27 12:00:00,EURUSD,1.39663,1.39766,1.38901,1.39423,19415,1.391652,1.397728,1.403805,0.998101,0.212123,0.869464,54.260025,0,1.499679,-2.175,-0.172138,0.439708,2.747907,-0.054416,1.42252,-0.000716,-0.252777,0,1,0,22.537888,1,1
