timestamp,confidence,signal,candle_body,momentum,bb_pos,strength
2024.12.18 12:00:00,0.651172918,1,0.027578,0.051263,0.645217,WEAK
2024.12.19 00:00:00,0.781930175,1,0.199368,-0.009553,-0.008071,MEDIUM
2024.12.19 08:00:00,0.775562653,1,0.598698,0.013512,0.442732,MEDIUM
2024.12.20 08:00:00,0.725613588,1,0.12797,0.013627,0.144848,MEDIUM
2024.12.23 00:00:00,0.684338438,1,0.177251,-0.070831,0.438463,WEAK
2024.12.24 20:00:00,0.689084243,1,0.085395,0.002396,0.442872,WEAK
2024.12.26 20:00:00,0.682562296,1,0.086217,0.113589,0.316779,WEAK
2024.12.27 12:00:00,0.698649624,1,0.523281,0.031988,1.086429,WEAK
2024.12.27 20:00:00,0.699822786,1,0.118489,0.046201,1.022887,WEAK
2024.12.30 20:00:00,0.684331122,1,0.05577,0.277456,0.579329,WEAK
2025.01.02 00:00:00,0.69274642,1,0.08067,0.012794,0.231102,WEAK
2025.01.02 20:00:00,0.784641608,1,0.064618,0.094721,-0.065702,MEDIUM
2025.01.03 16:00:00,0.687934825,1,0.139308,0.012918,0.287305,WEAK
2025.01.06 20:00:00,0.690303532,1,0.013578,0.271074,0.792302,WEAK
2025.01.08 20:00:00,0.832386616,1,0.140741,0.174456,0.077061,STRONG
2025.01.09 12:00:00,0.868824238,1,0.152836,0.106224,0.086104,STRONG
2025.01.09 20:00:00,0.715940202,1,0.047939,0.075688,0.184658,MEDIUM
2025.01.10 08:00:00,0.701780754,1,0.216225,-0.062733,0.263617,MEDIUM
2025.01.13 12:00:00,0.855227131,1,0.28826,-0.014874,0.102579,STRONG
2025.01.13 16:00:00,0.661930375,1,0.263679,0.272736,0.213555,WEAK
2025.01.13 20:00:00,0.671165492,1,0.236011,0.253037,0.32714,WEAK
2025.01.14 16:00:00,0.78488325,1,0.264248,0.019772,0.36859,MEDIUM
2025.01.15 20:00:00,0.735977338,1,0.234412,0.15746,0.802597,MEDIUM
2025.01.20 00:00:00,0.657870308,1,0.173061,-0.037815,0.31897,WEAK
2025.01.20 12:00:00,0.715717371,1,0.983039,0.098638,1.089692,MEDIUM
2025.01.20 20:00:00,0.706699429,1,0.365043,0.195842,1.146327,MEDIUM
2025.01.21 04:00:00,0.660515685,1,0.01059,0.201667,0.786575,WEAK
2025.01.21 12:00:00,0.684740343,1,0.245954,-0.046589,0.766402,WEAK
2025.01.27 20:00:00,0.703058222,1,0.196808,0.017646,0.841237,MEDIUM
2025.01.29 16:00:00,0.84012441,1,0.356043,0.027435,0.416993,STRONG
2025.01.29 20:00:00,0.707595006,1,0.061847,0.125844,0.467665,MEDIUM
2025.01.31 00:00:00,0.79912261,1,0.066835,-0.009671,0.225613,MEDIUM
2025.01.31 08:00:00,0.69791413,1,0.007245,-0.105528,0.27905,WEAK
2025.01.31 16:00:00,0.78266702,1,0.322793,-0.145096,0.780203,MEDIUM
2025.02.03 08:00:00,0.750006834,1,0.126089,0.191848,-0.027204,MEDIUM
2025.02.03 12:00:00,0.70438248,1,0.585509,0.158073,0.316604,MEDIUM
2025.02.03 16:00:00,0.670135728,1,0.232371,0.35551,0.45124,WEAK
2025.02.04 08:00:00,0.70846324,1,0.220523,0.114712,0.603475,MEDIUM
2025.02.06 16:00:00,0.724074566,1,0.472597,0.169087,0.436887,MEDIUM
2025.02.10 00:00:00,0.66469424,1,0.111443,-0.271003,0.09275,WEAK
2025.02.11 04:00:00,0.687110174,1,0.01537,-0.068808,0.162107,WEAK
2025.02.11 08:00:00,0.751371759,1,0.033965,-0.106118,0.192707,MEDIUM
2025.02.11 12:00:00,0.681993025,1,0.261328,0.193809,0.464594,WEAK
2025.02.12 16:00:00,0.760930345,1,0.708475,0.013736,1.03683,MEDIUM
2025.02.13 00:00:00,0.700267696,1,0.185445,-0.011259,0.831039,MEDIUM
2025.02.13 16:00:00,0.71440658,1,0.407293,0.067455,0.982453,MEDIUM
2025.02.19 20:00:00,0.870350483,1,0.100911,0.028656,0.214864,STRONG
2025.02.20 00:00:00,0.65644995,1,0.051657,0.069232,0.205759,WEAK
2025.02.21 04:00:00,0.662068509,1,0.031596,0.011854,0.948282,WEAK
2025.02.24 00:00:00,0.675822252,1,0.388068,0.021386,0.94053,WEAK
2025.02.24 12:00:00,0.691506892,1,0.053777,0.00396,0.615325,WEAK
2025.02.25 12:00:00,0.737507478,1,0.366994,0.076155,0.840107,MEDIUM
2025.02.26 08:00:00,0.66255483,1,0.117754,0.007915,0.5731,WEAK
2025.02.28 08:00:00,0.812532034,1,0.074632,-0.060411,0.107707,STRONG
2025.02.28 12:00:00,0.720998625,1,0.059511,0.085104,0.196172,MEDIUM
2025.03.03 00:00:00,0.866989691,1,0.241109,0.12262,0.330641,STRONG
2025.03.03 08:00:00,0.66290826,1,0.185295,-0.114317,0.511348,WEAK
2025.03.04 00:00:00,0.687453002,1,0.027565,0.058359,0.85999,WEAK
